jeu_100_25_4.txt_3_currentSA	jeu_100_25_4.txt_3_bestSA	jeu_100_25_4.txt_3_currentTS	jeu_100_25_4.txt_3_bestTS	jeu_100_25_4.txt_3_currentGrasp	jeu_100_25_4.txt_3_bestGrasp	jeu_100_25_4.txt_3_currentIG	jeu_100_25_4.txt_3_bestIG	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21855	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21698	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21861	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21527	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21926	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21291	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21075	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21081	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21180	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21046	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21147	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21151	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21050	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21139	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21216	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
21435	22783	23014	23838	24905	25585	25413	25513	
20888	22783	23014	23838	24905	25585	25413	25513	
20888	22783	23014	23838	24905	25585	25413	25513	
20888	22783	23014	23838	24905	25585	25413	25513	
20888	22783	23014	23838	24905	25585	25413	25513	
20888	22783	23014	23838	24905	25585	25413	25513	
20888	22783	23014	23838	24905	25585	25413	25513	
21384	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21371	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
21282	22783	23014	23838	24905	25585	25413	25513	
