jeu_100_25_4.txt_3_currentSA	jeu_100_25_4.txt_3_bestSA	jeu_100_25_4.txt_3_currentTS	jeu_100_25_4.txt_3_bestTS	jeu_100_25_4.txt_3_currentGrasp	jeu_100_25_4.txt_3_bestGrasp	jeu_100_25_4.txt_3_currentIG	jeu_100_25_4.txt_3_bestIG	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
21992	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
22001	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
21932	22783	23014	23838	24905	25585	25413	25513	
22376	22783	23014	23838	24905	25585	25413	25513	
22376	22783	23014	23838	24905	25585	25413	25513	
22376	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22501	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22211	22783	23014	23838	24905	25585	25413	25513	
22202	22783	23014	23838	24905	25585	25413	25513	
22202	22783	23014	23838	24905	25585	25413	25513	
22202	22783	23014	23838	24905	25585	25413	25513	
22202	22783	23014	23838	24905	25585	25413	25513	
22202	22783	23014	23838	24905	25585	25413	25513	
22202	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22193	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22203	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22114	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22263	22783	23014	23838	24905	25585	25413	25513	
22445	22783	23014	23838	24905	25585	25413	25513	
22445	22783	23014	23838	24905	25585	25413	25513	
22445	22783	23014	23838	24905	25585	25413	25513	
22445	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22185	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22127	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
22081	22783	23014	23838	24905	25585	25413	25513	
21881	22783	23014	23838	24905	25585	25413	25513	
21881	22783	23014	23838	24905	25585	25413	25513	
21881	22783	23014	23838	24905	25585	25413	25513	
21881	22783	23014	23838	24905	25585	25413	25513	
21881	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22324	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
22492	22783	23014	23838	24905	25585	25413	25513	
